,onehotencoder__embarked_Q,onehotencoder__embarked_S,ordinalencoder__sex,ordinalencoder__who,ordinalencoder__adult_male,ordinalencoder__embarked,remainder__survived,remainder__pclass,remainder__age,remainder__sibsp,remainder__parch,remainder__fare
652,0.0,0.0,0.0,2.0,0.0,0.0,1,1,21.0,2,2,262.375
653,0.0,1.0,1.0,1.0,1.0,2.0,0,3,24.0,1,0,16.1
654,0.0,1.0,1.0,1.0,1.0,2.0,1,3,31.0,0,0,7.925
655,0.0,1.0,1.0,1.0,1.0,2.0,0,1,70.0,1,1,71.0
656,0.0,1.0,1.0,1.0,1.0,2.0,0,3,16.0,1,1,20.25
657,0.0,1.0,0.0,2.0,0.0,2.0,1,2,30.0,0,0,13.0
658,0.0,1.0,1.0,1.0,1.0,2.0,0,1,19.0,1,0,53.1
659,1.0,0.0,1.0,1.0,1.0,1.0,0,3,31.0,0,0,7.75
660,0.0,1.0,0.0,0.0,0.0,2.0,1,2,4.0,1,1,23.0
661,0.0,1.0,1.0,0.0,0.0,2.0,1,3,6.0,0,1,12.475
662,0.0,1.0,1.0,1.0,1.0,2.0,0,3,33.0,0,0,9.5
663,0.0,1.0,1.0,1.0,1.0,2.0,0,3,23.0,0,0,7.8958
664,0.0,1.0,0.0,2.0,0.0,2.0,1,2,48.0,1,2,65.0
665,0.0,1.0,1.0,0.0,0.0,2.0,1,2,0.67,1,1,14.5
666,0.0,1.0,1.0,1.0,1.0,2.0,0,3,28.0,0,0,7.7958
667,0.0,1.0,0.0,2.0,0.0,2.0,1,1,33.0,0,0,86.5
668,0.0,1.0,1.0,1.0,1.0,2.0,0,3,41.0,0,0,7.125
669,0.0,0.0,1.0,1.0,1.0,0.0,1,3,20.0,0,0,7.2292
670,0.0,1.0,0.0,2.0,0.0,2.0,1,1,36.0,1,2,120.0
671,0.0,1.0,1.0,1.0,1.0,2.0,0,3,16.0,0,0,7.775
672,0.0,1.0,0.0,2.0,0.0,2.0,1,1,51.0,1,0,77.9583
673,0.0,0.0,1.0,1.0,1.0,0.0,0,1,51.0,0,0,39.6
674,1.0,0.0,0.0,2.0,0.0,1.0,0,3,30.5,0,0,7.75
675,1.0,0.0,1.0,1.0,1.0,1.0,0,3,30.5,1,0,24.15
676,0.0,1.0,1.0,1.0,1.0,2.0,0,3,32.0,0,0,8.3625
677,0.0,1.0,1.0,1.0,1.0,2.0,0,3,24.0,0,0,9.5
678,0.0,1.0,1.0,1.0,1.0,2.0,0,3,48.0,0,0,7.8542
679,0.0,1.0,0.0,2.0,0.0,2.0,0,2,57.0,0,0,10.5
680,0.0,1.0,0.0,2.0,0.0,2.0,1,2,54.0,1,3,23.0
681,0.0,1.0,1.0,1.0,1.0,2.0,0,3,18.0,0,0,7.75
682,0.0,1.0,0.0,0.0,0.0,2.0,1,3,5.0,0,0,12.475
683,1.0,0.0,1.0,1.0,1.0,1.0,0,3,5.0,0,0,7.7375
684,0.0,1.0,0.0,2.0,0.0,2.0,1,1,43.0,0,1,211.3375
685,0.0,0.0,0.0,0.0,0.0,0.0,1,3,13.0,0,0,7.2292
686,0.0,1.0,0.0,2.0,0.0,2.0,1,1,17.0,1,0,57.0
687,0.0,1.0,1.0,1.0,1.0,2.0,0,1,29.0,0,0,30.0
688,0.0,1.0,1.0,1.0,1.0,2.0,0,3,29.0,1,2,23.45
689,0.0,1.0,1.0,1.0,1.0,2.0,0,3,25.0,0,0,7.05
690,0.0,1.0,1.0,1.0,1.0,2.0,0,3,25.0,0,0,7.25
691,0.0,1.0,0.0,2.0,0.0,2.0,1,3,18.0,0,0,7.4958
692,1.0,0.0,1.0,0.0,0.0,1.0,0,3,8.0,4,1,29.125
693,0.0,1.0,1.0,0.0,0.0,2.0,1,3,1.0,1,2,20.575
694,0.0,0.0,1.0,1.0,1.0,0.0,0,1,46.0,0,0,79.2
695,0.0,1.0,1.0,1.0,1.0,2.0,0,2,16.0,0,0,26.0
696,0.0,0.0,1.0,1.0,1.0,0.0,0,1,16.0,0,0,30.6958
697,0.0,1.0,1.0,1.0,1.0,2.0,0,3,25.0,0,0,7.8958
698,0.0,1.0,1.0,1.0,1.0,2.0,0,2,39.0,0,0,13.0
699,0.0,1.0,0.0,2.0,0.0,2.0,1,1,49.0,0,0,25.9292
700,0.0,1.0,0.0,2.0,0.0,2.0,1,3,31.0,0,0,8.6833
701,0.0,0.0,1.0,1.0,1.0,0.0,0,3,30.0,0,0,7.2292
702,0.0,1.0,0.0,2.0,0.0,2.0,0,3,30.0,1,1,24.15
703,0.0,1.0,0.0,2.0,0.0,2.0,1,2,31.0,1,1,26.25
704,0.0,1.0,1.0,0.0,0.0,2.0,1,1,11.0,1,2,120.0
705,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.42,0,1,8.5167
706,0.0,1.0,1.0,1.0,1.0,2.0,1,3,27.0,0,0,6.975
707,0.0,1.0,1.0,1.0,1.0,2.0,0,3,31.0,0,0,7.775
708,0.0,1.0,1.0,1.0,1.0,2.0,0,1,39.0,0,0,0.0
709,0.0,1.0,0.0,2.0,0.0,2.0,0,3,18.0,0,0,7.775
710,0.0,1.0,0.0,2.0,0.0,2.0,1,1,33.0,1,0,53.1
711,0.0,1.0,1.0,1.0,1.0,2.0,0,3,26.0,0,0,7.8875
712,0.0,1.0,1.0,1.0,1.0,2.0,0,3,39.0,0,0,24.15
713,0.0,1.0,1.0,1.0,1.0,2.0,0,2,35.0,0,0,10.5
714,0.0,1.0,0.0,0.0,0.0,2.0,0,3,6.0,4,2,31.275
715,0.0,1.0,1.0,1.0,1.0,2.0,0,3,30.5,0,0,8.05
716,0.0,1.0,0.0,2.0,0.0,2.0,0,3,23.0,0,0,7.925
717,0.0,0.0,1.0,1.0,1.0,0.0,0,2,31.0,1,1,37.0042
718,0.0,1.0,1.0,1.0,1.0,2.0,0,3,43.0,0,0,6.45
719,0.0,1.0,1.0,0.0,0.0,2.0,0,3,10.0,3,2,27.9
720,0.0,1.0,0.0,2.0,0.0,2.0,1,1,52.0,1,1,93.5
721,0.0,1.0,1.0,1.0,1.0,2.0,1,3,27.0,0,0,8.6625
722,0.0,1.0,1.0,1.0,1.0,2.0,0,1,38.0,0,0,0.0
723,0.0,1.0,0.0,2.0,0.0,2.0,1,3,27.0,0,1,12.475
724,0.0,1.0,1.0,0.0,0.0,2.0,0,3,2.0,4,1,39.6875
725,1.0,0.0,1.0,1.0,1.0,1.0,0,3,2.0,0,0,6.95
726,0.0,1.0,1.0,1.0,1.0,2.0,0,3,2.0,0,0,56.4958
727,0.0,0.0,1.0,0.0,0.0,0.0,1,2,1.0,0,2,37.0042
728,1.0,0.0,1.0,1.0,1.0,1.0,1,3,1.0,0,0,7.75
729,0.0,0.0,0.0,0.0,0.0,0.0,1,3,15.0,1,0,14.4542
730,0.0,1.0,1.0,0.0,0.0,2.0,1,2,0.83,1,1,18.75
731,0.0,1.0,1.0,1.0,1.0,2.0,0,3,23.0,0,0,7.8542
732,0.0,1.0,1.0,1.0,1.0,2.0,0,3,18.0,0,0,8.3
733,0.0,0.0,0.0,2.0,0.0,0.0,1,1,39.0,1,1,83.1583
734,0.0,1.0,1.0,1.0,1.0,2.0,0,3,21.0,0,0,8.6625
735,0.0,0.0,1.0,1.0,1.0,0.0,1,1,21.0,0,0,29.7
736,0.0,1.0,1.0,1.0,1.0,2.0,0,3,20.0,0,0,7.925
737,0.0,1.0,1.0,1.0,1.0,2.0,0,2,16.0,0,0,10.5
738,0.0,0.0,0.0,2.0,0.0,0.0,1,1,30.0,0,0,31.0
739,0.0,0.0,1.0,1.0,1.0,0.0,0,3,34.5,0,0,6.4375
740,0.0,1.0,1.0,1.0,1.0,2.0,0,3,42.0,0,0,7.55
741,0.0,0.0,1.0,1.0,1.0,0.0,0,3,35.0,0,0,7.8958
742,0.0,1.0,1.0,1.0,1.0,2.0,0,2,28.0,0,1,33.0
743,0.0,0.0,0.0,2.0,0.0,0.0,1,1,28.0,1,0,89.1042
744,0.0,1.0,1.0,0.0,0.0,2.0,0,3,4.0,4,2,31.275
745,0.0,1.0,1.0,1.0,1.0,2.0,0,3,74.0,0,0,7.775
746,0.0,0.0,0.0,0.0,0.0,0.0,0,3,9.0,1,1,15.2458
747,0.0,1.0,0.0,2.0,0.0,2.0,1,1,16.0,0,1,39.4
748,0.0,1.0,0.0,2.0,0.0,2.0,0,2,44.0,1,0,26.0
749,0.0,1.0,0.0,2.0,0.0,2.0,1,3,18.0,0,1,9.35
750,0.0,1.0,0.0,2.0,0.0,2.0,1,1,45.0,1,1,164.8667
751,0.0,1.0,1.0,1.0,1.0,2.0,1,1,51.0,0,0,26.55
752,0.0,0.0,0.0,2.0,0.0,0.0,1,3,24.0,0,3,19.2583
753,0.0,1.0,1.0,1.0,1.0,2.0,0,3,41.0,2,0,14.1083
754,0.0,1.0,1.0,1.0,1.0,2.0,0,2,21.0,1,0,11.5
755,0.0,1.0,0.0,2.0,0.0,2.0,1,1,48.0,0,0,25.9292
756,0.0,1.0,1.0,1.0,1.0,2.0,0,2,24.0,0,0,13.0
757,0.0,1.0,0.0,2.0,0.0,2.0,1,2,42.0,0,0,13.0
758,0.0,0.0,0.0,2.0,0.0,0.0,1,2,27.0,1,0,13.8583
759,0.0,1.0,1.0,1.0,1.0,2.0,0,1,31.0,0,0,50.4958
760,0.0,1.0,1.0,1.0,1.0,2.0,0,3,31.0,0,0,9.5
761,0.0,1.0,1.0,0.0,0.0,2.0,1,3,4.0,1,1,11.1333
762,0.0,1.0,0.0,2.0,0.0,2.0,1,1,47.0,1,1,52.5542
763,0.0,1.0,1.0,1.0,1.0,2.0,0,1,33.0,0,0,5.0
764,0.0,1.0,1.0,1.0,1.0,2.0,0,3,47.0,0,0,9.0
765,0.0,0.0,0.0,2.0,0.0,0.0,1,2,28.0,1,0,24.0
766,0.0,0.0,0.0,0.0,0.0,0.0,1,3,15.0,0,0,7.225
767,0.0,1.0,1.0,1.0,1.0,2.0,0,3,20.0,0,0,9.8458
768,0.0,0.0,0.0,2.0,0.0,0.0,1,1,56.0,0,1,83.1583
769,0.0,1.0,0.0,2.0,0.0,2.0,1,2,25.0,0,1,26.0
770,0.0,1.0,1.0,1.0,1.0,2.0,0,3,33.0,0,0,7.8958
771,0.0,1.0,0.0,2.0,0.0,2.0,0,3,22.0,0,0,10.5167
772,0.0,1.0,1.0,1.0,1.0,2.0,0,2,28.0,0,0,10.5
773,1.0,0.0,0.0,2.0,0.0,1.0,0,3,39.0,0,5,29.125
774,0.0,1.0,0.0,2.0,0.0,2.0,1,1,19.0,0,0,30.0
775,0.0,1.0,0.0,2.0,0.0,2.0,0,3,19.0,1,2,23.45
776,0.0,0.0,1.0,1.0,1.0,0.0,1,1,26.0,0,0,30.0
777,1.0,0.0,1.0,1.0,1.0,1.0,0,3,32.0,0,0,7.75
